ORD,Community,Tequitl,NameShort,Cabecera,TequitlCenter,TequitlOrd,Barrios,East,North,DoubleCount,Inns,Markets,ProvCenters,WetIrrigAG,WetlandAG,IrrigationAG,TemporalAG,Pop1588,TotalHH,Muertos,Tlatoque,Pilli,Pilli_PNO,Aruacil_N,Icnocihua_N,Huehue_N,Coxcoxqui_N,Ixcoxcoxqui_N,Tepilhuime,Pilaquistiltin,Mopilaque,Farmers_Ix,Tlacoti,Huehue_C,Icnocihua_C,DelcadoYcniuan,Icnoquichtli,Oquichtli,Ocholco,IcnopiltzintliChancua,Cocoxsque_C,Tozanpotzaliciui,Mocuaxelo,Xochicihui,Macocoua,Cuauhyeso,Ixcocoxque_C,Icxicocoxqui,Ixpazaual,Ixpopoyototl,Hapanhuitzoqui,Huillantzi,Ixitepotzin,Macocoxqui,Mimiqui,Tepotzotli,Nanahuati,Xocuepitzin,Tepotzonquizqui,Macotequi,Farmers_C,Macuiltecpanpixqui_C,Macuiltecpanpixqui_Ix,Macuiltecpanpixqui_N,Nauhtecpanpixqui_C,Nauhtecpanpixqui_Ix,Yeitecpanpixqui_C,Yeitecpanpixqui_N,Ometecpanpixqui_C,Centecpanpixqui_C,Centecpanpixqui_Ix,Centecpanpixqui_Mer,Centecpanpixqui_N,Coxcoxcapixqui_C,Tequicapitan_C,Tequicapitan_Ix,Tequicapitan_N,Capitan_C,Capitan_Ix,Tequitlatoque_C,Topille_C,Topille_Ix,Topille_N,Tepixqui_C,Tepixqui_Ix,Tepixqui_N,Merino_C,Merino_Ix,Merino_Mop,Merino_N,Tepia_C,Petlatecac,Petlachiuhque,Tolpetlachiuhque,Tlatlama,Anqui,Tlaxcalchiua,Cotzinero,Cuauxinqui,Tlaxinqui,Tezozoqui,Tetzotzonque,Texinqui,Cacchiuhque,Caczoque,Tzauhqui,Amantecatl,Toltecatl,Merchants,OyaquiSanFran,Nauapatlaca,Otonpantlaca,YchanQuimistlan,Tepati,Tlama,Quilanemi,Tlacuilo,Cuicani,Teopantlaca,Comunidadnemi,Tlapitzqui,Tlatlapo,Tepotzon,Tecuayatequi,Tapaleuia,Tequichiuhqui,Momatzoqui,Tezinecuil,Ceninquinpia,Cuautecatl,Unspecified
75,San Sebastian Cuamaco,Tiz_6,Cuamaco,Tizatlan,San Bartolome Atlixelihuian,7,39,613128.2146,2135702.536,0,0,0,0,0.5,0,0.5,0.5,,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,44,0,0,0,0,0,7,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,846,7,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,San Francisco Zoltepec,Tiz_6,Zoltepec,Tizatlan,San Bartolome Atlixelihuian,8,18,612315.9998,2132597.285,0,0,0,0,0.15,0,0.15,0.85,,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,San Miguel Tzatzacualla,Tiz_6,Tzatzacualla,Tizatlan,San Bartolome Atlixelihuian,9,8,607746.286,2134670.916,0,0,0,0,0.15,0,0.15,0.85,,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
78,San Pablo Citlaltepec,Tiz_6,Citlaltepec,Tizatlan,San Bartolome Atlixelihuian,10,1,614712.5261,2123831.193,0,0,0,0,0.15,0,0.15,0.85,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Quiyahuiztlan,Qui_1,Quiyahuiztlan1,Quiyahuiztlan,Quiyahuiztlan,1,8,578530.3152,2137752.01,0,0,0,0,0.2,0,0.2,0.8,,349,0,0,4,0,0,3,0,0,0,0,0,1,15,0,3,28,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,247,2,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,13,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
80,Santa Marta Chalchicuyenca,Qui_1,Chalchicuyenca,Quiyahuiztlan,Quiyahuiztlan,2,4,572775,2136762,0,0,0,0,0.9,0.3,0.6,0.1,,158,0,0,4,0,0,0,0,0,0,0,0,0,3,0,13,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
81,La Trinidad Tenexyacac,Qui_1,Tenexyacac,Quiyahuiztlan,Quiyahuiztlan,3,1,571964,2138042,0,0,0,0,0.8,0.25,0.55,0.2,,58,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Santa Justina Yecatepec,Qui_1,Yecatepec,Quiyahuiztlan,Quiyahuiztlan,4,5,567796,2135456,0,0,0,0,0.8,0.8,0,0.2,,195,0,0,2,0,0,0,0,0,0,0,0,0,14,0,14,2,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83,San Felipe Tequemecan,Qui_1,Tequemecan,Quiyahuiztlan,Quiyahuiztlan,5,14,565256,2136985,0,0,0,1,0.85,0.25,0.6,0.15,,862,0,0,3,0,0,0,0,0,0,0,0,0,44,0,82,18,0,0,0,0,0,36,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,577,3,1,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,2
84,San Pedro Huitzilhuacan,Qui_1,Huitzilhuacan,Quiyahuiztlan,Quiyahuiztlan,6,9,563039,2133497,1,0,0,0,0.85,0.65,0.2,0.15,,348,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,3,0,0,0,0,0,0,0,9,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85,San Bartolome Tecuezcomac,Qui_1,Tecuezcomac,Quiyahuiztlan,Quiyahuiztlan,7,1,568397,2133291,0,0,0,0,0.65,0.65,0,0.35,,46,0,0,2,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,San Agustin Tlapechco,Qui_1,Tlapechco,Quiyahuiztlan,Quiyahuiztlan,8,5,560650.8362,2138172.701,0,0,0,0,0.1,0,0.1,0.9,,164,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,San Lorenzo Zacaxochitlan,Qui_1,Zacaxochitlan,Quiyahuiztlan,Quiyahuiztlan,9,3,554415.7253,2145983.4,0,0,0,0,0.15,0,0.15,0.85,,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,San Bartolo Xochitepec,Qui_1,Xochitepec,Quiyahuiztlan,Quiyahuiztlan,10,1,551961.6095,2151607.895,0,0,0,0,0,0,0,1,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Santo Tomas Chimalpan,Qui_2,Chimalpan,Quiyahuiztlan,Santo Tomas Chimalpan,1,5,579112.6014,2137556.46,1,0,0,0,0.5,0,0.5,0.5,,214,0,0,1,0,0,0,0,0,0,0,0,0,5,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,San Mateo Huexoloacan,Qui_2,Huexoloacan,Quiyahuiztlan,Santo Tomas Chimalpan,2,5,575103,2142572,0,0,0,0,0,0,0,1,,215,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,San Francisco Temetzontlan,Qui_2,Temetzontlan,Quiyahuiztlan,Santo Tomas Chimalpan,3,3,574725,2139585,0,0,0,0,0,0,0,1,,200,0,0,5,0,0,0,0,0,0,0,0,0,12,0,11,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,San Judas Tadeo Huiloapan,Qui_2,Huiloapan,Quiyahuiztlan,Santo Tomas Chimalpan,4,3,576436,2143293,0,0,0,0,0,0,0,1,,135,0,0,12,0,0,0,0,0,0,0,0,0,8,0,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Santa Maria Itzcotecamilla,Qui_2,Itzcotecamilla,Quiyahuiztlan,Santo Tomas Chimalpan,5,1,572451.4413,2147126.876,0,0,0,0,0,0,0,1,,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,San Miguel Tlaltepexic,Qui_2,Tlaltepexic,Quiyahuiztlan,Santo Tomas Chimalpan,6,1,570536.0349,2146551.689,0,0,0,0,0,0,0,1,,37,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,San Cristobal Oztotlapanco,Qui_2,Oztotlapanco,Quiyahuiztlan,Santo Tomas Chimalpan,7,5,570573,2140732,0,0,0,0,0,0,0,1,,265,0,0,17,0,0,0,0,0,0,0,0,0,18,0,11,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,San Sebastian Matlahuacalla,Qui_2,Matlahuacalla,Quiyahuiztlan,Santo Tomas Chimalpan,8,1,572874.9481,2145758.82,0,0,0,0,0,0,0,1,,100,0,0,6,0,0,0,0,0,0,0,0,0,5,0,4,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,San Juan Tlamacazcatzinco,Qui_2,Tlamacazcatzinco,Quiyahuiztlan,Santo Tomas Chimalpan,9,1,560102.5203,2144842.596,0,0,0,0,0,0,0,1,,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,San Andres Cuauhximallan,Qui_2,Cuauhximallan,Quiyahuiztlan,Santo Tomas Chimalpan,10,2,568665,2144961,0,0,0,0,0,0,0,1,,78,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,San Buenaventura Tetipancahatl,Qui_2,Tetipancahatl,Quiyahuiztlan,Santo Tomas Chimalpan,11,3,563111.0035,2144305.325,0,0,0,0,0,0,0,1,,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,San Lorenzo Ollacoyoca,Qui_2,Ollacoyoca,Quiyahuiztlan,Santo Tomas Chimalpan,12,1,566127.7999,2143198.528,0,0,0,0,0,0,0,1,,65,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,San Nicolas Panotlan,Qui_3,Panotlan,Quiyahuiztlan,San Nicolas Panotlan,1,9,576966,2135787,0,0,0,0,1,0.5,0.5,0,,410,0,0,15,0,0,0,0,0,0,0,0,0,17,0,4,24,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,2,0,0,0,1,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
102,San Vicente Xiloxochiyocan,Qui_3,Xiloxochiyocan,Quiyahuiztlan,San Nicolas Panotlan,2,3,571841.0656,2132501.842,0,0,0,0,0.8,0.35,0.45,0.2,,215,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
103,Santa Apolonia Teacalco,Qui_3,Teacalco,Quiyahuiztlan,San Nicolas Panotlan,3,4,572334.469,2127379.189,0,0,0,0,0.5,0.4,0.1,0.5,,187,0,0,7,0,0,0,0,0,0,0,0,0,6,0,8,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
104,San Bernabe Iczotitlan,Qui_3,Iczotitlan,Quiyahuiztlan,San Nicolas Panotlan,4,3,570578.5462,2126545.482,0,0,0,0,0.8,0.7,0.1,0.2,,301,0,0,9,0,0,0,0,0,0,0,0,0,7,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105,San Miguel Xochitepetitlan,Qui_3,Xochitepetitlan,Quiyahuiztlan,San Nicolas Panotlan,5,1,568929,2127769,0,0,0,0,0.8,0.7,0.1,0.2,,96,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
106,San Cristobal Tenayacac,Qui_3,Tenayacac,Quiyahuiztlan,San Nicolas Panotlan,6,6,565430.1726,2129040.578,0,0,0,0,0.75,0.35,0.4,0.25,,367,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,1,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
107,San Lorenzo Ayacac,Qui_3,Ayacac,Quiyahuiztlan,San Nicolas Panotlan,7,5,563559.8076,2131515.377,1,0,0,0,1,0.7,0.3,0,,171,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
108,San Baltazar Tlapitzahuacan,Qui_4,Tlapitzahuacan,Quiyahuiztlan,San Baltazar Tlapitzahuacan,1,6,579384.9409,2138058.437,0,0,0,0,0.15,0,0.15,0.85,,258,0,0,54,0,0,2,0,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,1,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
109,Salvador Quiyahuiztlan,Qui_4,Quiyahuiztlan2,Quiyahuiztlan,San Baltazar Tlapitzahuacan,2,3,577496.1844,2136686.327,0,0,0,0,0.65,0,0.65,0.35,,179,0,0,14,0,0,0,0,0,0,0,0,0,10,0,10,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,4,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
110,San Ildefonso Hueyotlipan,Qui_4,Hueyotlipan,Quiyahuiztlan,San Baltazar Tlapitzahuacan,3,4,568454,2152779,0,0,1,1,0,0,0,1,,273,0,0,73,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,146,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0
111,San Juan Baptista Tolzinco,Qui_4,Tolzinco,Quiyahuiztlan,San Baltazar Tlapitzahuacan,4,7,566117.5001,2151789.882,0,0,0,0,0,0,0,1,,210,0,0,10,0,0,0,0,0,0,0,0,0,1,0,8,8,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,157,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
112,San Nicolas Techallotepec,Qui_4,Techallotepec,Quiyahuiztlan,San Baltazar Tlapitzahuacan,5,6,569245.8964,2156968.149,0,0,0,0,0,0,0,1,,369,0,0,66,0,0,0,0,0,0,0,0,0,0,0,19,32,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,212,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,San Blas Cuauhxomolco,Qui_4,Cuauhxomolco,Quiyahuiztlan,San Baltazar Tlapitzahuacan,6,5,563388,2159138,0,0,0,0,0.1,0,0.1,0.9,,269,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
114,San Joaquin Cuauhtochco,Qui_4,Cuauhtochco,Quiyahuiztlan,San Baltazar Tlapitzahuacan,7,8,560530.3476,2153405.168,0,0,0,0,0,0,0,1,,236,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
