"","Ciudad Huexotzinco","Ocotepec","Almoyahuacan","Tepetzinco","Coyotzinco","Zacapechpan","Xopanac Inn","Tocuillan","Atenco South","Mextla","Tepulequique","Acxotlan Tecpan","Zecalacoayan Aytec","Tepoliuhcan","Tlatenco","Temaxcalac","Moyotzingo","Coxtocan","Mendocinas Tetla","Atzompan","Malinaltepec","Chiauhtzinco Plains","Calpultitlan","Atenco North","Xalmimilolco","Atlicholoayan","Zacatepec","Tlachichilco","Atexcac","Tlayacaque","Xaltepetlapan","Tepalcatepec","Ahuatepec","Nepopohualco","Coatlichan","Tlalnahuac","San Salvador","Tenexcalco","Tlallancallecan","Apapaztlan","Amaxac","Autliztacan","Teotlaltzinco","Hueyacatitla","Aztatoacan","Atlacintla","Quetzallan","Tozcoque","Hueyatzacoalco","Tepatlaxco","Tzayanalquilocan","Atlixco","Quimichallan","Cuaco","Tianguizmanalco","Tepetlixpan","Tepenacaztla","Chalma","Acxotlan Acatocha","Analco","Chiatlan","Coyula","Tenextepec","Chilhuacan"
"Zacatepec",4.45426232868177,12.5304295257179,10.6622807602068,9.28791416994941,9.53207020043597,6.98727925948114,6.89643066408914,7.99178530625089,3.52270713985321,5.81113481010348,16.0700843476614,6.95176970425248,12.9477321887033,10.6992343602832,13.0703299560848,16.9861399401558,13.1712010753214,13.2798236990429,15.1704960997314,16.4759095088004,19.2218792235348,12.4676878952399,7.99076594859809,6.91714657279848,10.0749297074156,10.2139415156852,0,13.0199221648001,11.2712026731264,17.4352215295551,6.35432774052508,4.03148592639944,3.53052877134104,10.3163240145171,23.7781287854057,26.6010404893729,21.6044827613104,26.1311646776452,25.4865903471633,33.3184838794431,28.6207782420253,35.5125997052783,18.0958997828206,23.1086137761834,19.5181016582025,17.9351676716895,17.0497639968535,16.2261860689133,18.8243406102924,21.6087993862127,21.8606174863015,19.9755369775017,23.2031608058494,26.5911131257274,19.8482341875011,23.0170988307329,21.3865637241747,27.0737648995341,23.1603454699591,24.0450354899419,29.5461371817832,27.8985026819942,31.3541108420161,27.2879583278774
"Tlachichilco",10.3235642412932,2.35953950467403,3.45025073322139,6.47265232668825,9.12598144831577,8.61724216477778,11.1102660746048,8.87836503272458,14.3021654623659,13.1296548768168,3.49804866086899,6.78188812180344,5.71145566456231,6.94647606718588,3.57965608732372,17.5137229312579,15.0966587132975,11.8937213632859,9.00628310687632,5.62533848386643,9.465816604663,8.90861724183803,13.3740376969717,16.4814146799365,16.5584667940179,12.6073474791252,13.0199221648001,0,1.82417317789697,4.49122852652496,6.71097762532565,12.5305511445867,9.51113220706136,3.26023520413115,16.8865743716852,17.4321355858878,14.3019880992832,18.8747888728968,21.2465161710036,24.3145725809597,22.2942256016377,28.2722471313145,10.5875127732212,13.4658765865748,14.8831092591471,13.1451843376135,12.029456189364,14.480048729278,16.7456397451264,19.7364254966368,17.6496194496592,19.5764756191405,21.5591919019788,24.2980866089036,21.1264530184361,25.3434980674881,25.2234908493834,30.6437498365774,28.3404094022571,30.4991041527862,31.7009308437419,27.3362496874787,31.7793373835778,32.6097976140793
"Atexcac",8.84849266665586,2.93794028809642,2.87565266660954,5.70110116118358,8.43702663847256,7.44087972587196,9.96471302025315,7.89927253120895,12.740275117552,11.8143686425292,5.26623687595678,5.37067894832108,6.05428913839783,6.56758581234202,4.24492638001187,17.3237981428896,14.5933309571449,11.7024035686706,9.504695759772,7.0168647672259,10.7710561532936,8.82855634150924,12.2963356699876,15.106204733181,15.5244585869934,11.8696432979568,11.2712026731264,1.82417317789697,0,6.16620932907794,5.0356320523067,10.7086980665772,7.74761010754035,2.35761972193668,17.8670039096264,18.7956217922006,15.2897929606207,19.9519843775171,21.888501613019,25.7161345349956,23.275635329674,29.4483458763028,11.4761542122125,14.8490898572163,15.422252474613,13.6385123837901,12.5077311840473,14.5138040598848,16.9296508969059,19.9791447617683,18.2060661276068,18.6484779467369,20.8481757680367,23.7317945008189,20.0250282350577,24.1947174503109,23.9129885701141,29.4195195087264,26.9347529868048,28.9972469447022,30.6437022788886,26.5704633375051,30.9338467910114,31.2247498344591
"Tlayacaque",14.8010900198041,6.01018348976571,7.69570268034249,10.6068620250382,13.0673642187993,12.9718638294114,15.412129955979,13.0907909699568,18.7920922163995,17.5289007029037,3.19896097307762,11.2553911618359,8.65973883455882,10.6816685368439,6.60454754873568,20.5074039161335,18.6328756531756,15.0796536332775,11.1919846600094,6.12436908560378,9.4165206000047,12.1057168261511,17.5963126142489,20.9033621306648,20.7095018677441,16.4986278462155,17.4352215295551,4.49122852652496,6.16620932907794,0,11.1786682352096,16.5653866763171,13.9082761777323,7.66351468063516,17.2942747503808,16.5378278441783,14.8264817886602,18.9078515325543,22.4120716962043,23.0684801333046,22.5096310207033,27.7545568568386,11.6907213685302,12.7121998487947,16.5341736444295,14.9963479736393,13.9869241114434,17.1793846130675,19.0760123111394,21.8561190886424,19.1394244506649,20.4872162893378,21.8379525295524,24.1311176036611,22.4616132672203,26.7198168259326,27.0767811712687,32.1618389061333,30.4458321742333,32.9003542618648,32.7202488969613,27.6243642538149,32.2112035144862,34.6038132470263
"Xaltepetlapan",4.07074464277671,6.23429268264322,4.43577329089761,4.23352770458589,6.15305352790455,3.80753444131347,6.00036346567368,4.82382040092843,7.75080639534755,7.27559942889102,9.72140022320486,1.66271790949278,7.34122703091898,5.83264904762205,6.93398263077669,15.4262036177824,12.0166599100814,10.2803184380092,10.2891654286411,10.3646674830708,13.4955640533794,8.21757979831268,8.32697433011992,10.3653593103252,11.5091857700994,8.87769229265022,6.35432774052508,6.71097762532565,5.0356320523067,11.1786682352096,0,6.84575630375104,2.95006646528805,4.00426566463341,19.2172622366752,21.2838795252739,16.7969158418672,21.5065567974718,22.0926351027252,28.1724394520882,24.4350330753492,31.0854583620511,13.0127516378643,17.5492235839456,15.6585243143976,13.8908697451726,12.8300077361507,13.4230791756107,16.0804332067222,19.1344471227021,18.323123633871,19.2248799734823,21.9921772712715,25.1918481044344,19.9598047539211,23.8193693309275,22.9249303763535,28.645016889674,25.4741433372962,27.0611490152295,30.4498431676099,27.392286800089,31.4270502807398,29.7758292552225
"Tepalcatepec",7.29831736427933,12.7878326839774,11.1580556729717,10.8626500545468,11.995178411284,9.27045941074575,10.0749207952044,10.4167970085446,7.55344209499565,9.56632787073176,15.9368757894986,8.18200854764921,14.1826671574004,12.4479292436544,13.6693761817273,20.3892132798637,16.6188621815076,16.0726565954264,16.9985545787002,17.0663759590182,20.3285832581126,14.6320060313244,11.6311380151522,10.9475915878447,14.0052207864074,13.5005494466279,4.03148592639944,12.5305511445867,10.7086980665772,16.5653866763171,6.84575630375104,0,4.28515074210082,10.6166615093083,25.8888580432674,28.1254355626263,23.5330482240133,28.2082222280186,28.2696085986845,35.0031515990037,30.992013393791,37.7500411018245,19.7996864458848,24.3928955644243,22.0154449725211,20.3142133295782,19.3185501854013,19.1694106398996,21.8324621547546,24.7551681062245,24.5461064881973,15.9630412759929,19.2170834835165,22.6119688425233,15.8227782886894,19.0663488032528,17.5672482995755,23.2954266346887,19.5871412734297,20.7734357851128,25.6358749929403,23.8670287305334,27.3465774090469,23.8045879522789
"Ahuatepec",3.47047306061666,9.18377441334747,7.37757000867678,6.62499134565532,7.74496020339044,5.02441704793597,6.21947014654621,6.17964063009652,5.76748185658206,6.45724740516387,12.6416695451049,3.98270100625866,10.080345059827,8.19233135695151,9.86183872515505,16.4565429648806,12.7739078664666,11.8659122988242,12.7521056606554,13.2937334812542,16.3184413303364,10.3470511437211,8.17063980311563,8.9090820650714,11.0253079011657,9.58811514405905,3.53052877134104,9.51113220706136,7.74761010754035,13.9082761777323,2.95006646528805,4.28515074210082,0,6.95351816461721,21.6189600252051,23.9857517849597,19.2856780387427,23.9445341756866,24.0201205811708,30.8269591747679,26.7073127688884,33.4743174542631,15.5887320308855,20.3269630377198,17.7359786100741,16.0299394151568,15.0336293202792,14.9910571869795,17.6641961808936,20.6331911008033,20.284914326153,18.6811695969997,21.703080652649,25.0220420445013,19.0228731066323,22.6172966381626,21.402549481472,27.1521314828249,23.6609122848014,24.9903762128443,29.2501881705547,26.8089431699959,30.6005025931389,27.9203985259817
"Nepopohualco",7.16909838220643,2.23028517304115,0.689162647461243,3.36037390973834,6.09118856971916,5.35700902630311,7.8535934364102,5.66015027824472,11.2027409490207,9.88027245920602,5.77552688365329,3.63392775101048,4.21710560713986,4.2405016713335,3.07503690200009,14.9976153837106,12.2360655689446,9.39042278530963,7.63385208722923,6.44973871585059,9.84166072577473,6.58088360922728,10.1335066107497,13.2444765722266,13.3351985985488,9.54199784081162,10.3163240145171,3.26023520413115,2.35761972193668,7.66351468063516,4.00426566463341,10.6166615093083,6.95351816461721,0,16.3406302744328,17.8087436965752,13.8035565220189,18.5257844248594,19.9914549775489,24.7433774593826,21.7091361084702,28.0998523367683,9.94657539688159,13.9518608835264,13.4846698175158,11.6836102108103,10.5560966921657,12.2695891009997,14.745512514847,17.8140673829308,16.2598931023523,20.5132885395436,22.8748286810063,25.8425214791523,21.7075771197256,25.8009574603515,25.3032125556511,30.9100793171874,28.1576036661992,30.029880008558,32.3333945754896,28.5394316833403,32.8281172006229,32.4672951697219
"Coatlichan",19.3247796235625,14.9304225672838,15.6556952086543,15.0404462664705,14.2488087823611,16.8410627530373,17.2162167712021,15.7898281276365,22.2764265621054,19.2936035102974,14.5028822772431,17.7297461339963,12.1431085486297,13.4448638242613,13.6241910219257,11.4674107535489,13.4411721954547,10.9766009201607,8.92839975531843,11.5123113445679,7.87843603750676,11.3368000348566,17.4610268241726,21.6717088739138,18.4884198454208,14.7043719221519,23.7781287854057,16.8865743716852,17.8670039096264,17.2942747503808,19.2172622366752,25.8888580432674,21.6189600252051,16.3406302744328,0,4.94764478114951,2.58501256550203,2.35506422419653,5.80600946025931,9.97470319321496,5.41220206331113,11.8700090128111,6.40665566315991,5.59946190424659,4.86444819304147,5.98558516775763,6.74378656034281,9.07271065507189,7.92261619316803,8.37398571996803,4.56382095619715,36.4508864566822,38.4132914215746,41.0391770073736,37.8920238629096,42.053003071854,41.6421617281967,47.2288689766137,44.4736841355156,46.232697805613,48.5090839760133,44.204792063068,48.6646762311279,48.785562079938
"Tlalnahuac",22.2330418238593,15.9556771304296,17.1723363354526,17.399700680116,17.3081863244379,19.6313078197269,20.5207424892546,18.7170386043589,25.6188087818529,22.7869827141173,14.3718618733944,20.0031149061891,13.9431157672758,15.9120896972058,14.7833624202661,16.2361660422399,17.7749926009801,14.7801364634731,11.454400622951,11.8139948139044,8.02892466332273,14.2925063283498,21.1895659013503,25.499954735823,22.6627213616315,18.5084109177138,26.6010404893729,17.4321355858878,18.7956217922006,16.5378278441783,21.2838795252739,28.1254355626263,23.9857517849597,17.8087436965752,4.94764478114951,0,5.54145113760088,4.18304336013776,10.0915805359738,6.9376603009355,7.28646300766082,11.239440320799,8.51530108174605,3.9679011316088,9.38142122118149,9.9535376101076,10.3247926904646,13.4948790641581,12.7428830366562,13.309880488097,9.51146343502734,36.7525541412424,38.331990107576,40.6681172480309,38.481618056045,42.7233934225226,42.6541556068767,48.0608021969356,45.7284508785059,47.7628892316803,48.9739557634553,44.1316518093529,48.6974085111741,50.0137178207753
"San Salvador",17.1681545392432,12.3522987099427,13.1216374888838,12.6705675823308,12.1273022813621,14.6251034547101,15.2330311368345,13.6216956219699,20.3321020465384,17.4234460513669,11.9688601784163,15.3532521983563,9.62721759537828,11.0933722377109,11.0494952390767,10.9730700605193,12.2451429997611,9.27723992779653,6.5349448158093,8.95801514921148,5.43050666955646,9.14098503507265,15.7338293762417,20.0245614248192,17.1227101492915,13.0218473722083,21.6044827613104,14.3019880992832,15.2897929606207,14.8264817886602,16.7969158418672,23.5330482240133,19.2856780387427,13.8035565220189,2.58501256550203,5.54145113760088,0,4.73050346930419,7.76595934390099,11.7674083833552,7.99640560176185,14.3208069780492,3.8570207399364,4.2052268133327,4.07739165981283,4.41318397314885,4.83388587676606,8.01072986957106,7.645588008321,9.0182838616831,5.28792972511746,33.866045251645,35.8338049410401,38.4732173171199,35.3143139295407,39.4805576142929,39.0949728603729,44.6688275718168,41.9551855267486,43.7554633891325,45.9291774572862,41.6236419629787,46.0806213743927,46.266151443419
"Tenexcalco",21.6782224285852,17.0156153668645,17.8456427323142,17.3506174066619,16.6028973255045,19.1886131940616,19.5673761785921,18.1417147798548,24.6218738831233,21.6311543875101,16.2825202298945,20.038819835408,14.3572186770257,15.7603933980727,15.7267715968994,13.3795824563791,15.6234614734309,13.3018315566832,11.2221451148119,13.3716240001277,9.59027557401761,13.6834585229011,19.7758203691852,23.9618219298322,20.7028912395255,17.01565038655,26.1311646776452,18.8747888728968,19.9519843775171,18.9078515325543,21.5065567974718,28.2082222280186,23.9445341756866,18.5257844248594,2.35506422419653,4.18304336013776,4.73050346930419,0,5.952554170934,7.76407335083265,3.62917919627433,9.59109532390938,8.5830776672478,6.48027602439019,7.08776809311801,8.3226523689508,9.09868581418725,11.2580212943904,9.82459791215078,9.69048794775561,6.15673119701639,38.4495452054065,40.3154093469964,42.8630534895575,39.9609580815195,44.1451555690136,43.8036221316635,49.3600719333633,46.6814909207595,48.4851569630028,50.5617387372702,46.1174518933926,50.6106610495194,50.9919784964409
"Tlallancallecan",21.147940732693,19.0475458670534,19.3094721391786,17.8855749919556,16.2772383471362,19.001809204707,18.5972092044558,17.852932761432,23.2731323455518,20.2094138597328,19.4059979597188,20.4650395706351,15.8488520960999,16.3219474996132,17.7328278935775,9.83188057286207,13.1038531281692,12.2351601486563,12.3906263877783,16.3611161265278,13.1345055631401,13.8796876170394,18.0846154001783,21.8259772471639,18.082811839968,15.4395845154237,25.4865903471633,21.2465161710036,21.888501613019,22.4120716962043,22.0926351027252,28.2696085986845,24.0201205811708,19.9914549775489,5.80600946025931,10.0915805359738,7.76595934390099,5.952554170934,0,12.3543696458383,4.76953379684795,11.1761184731205,10.7982092270603,11.4013016810834,6.51184178766034,8.31499115236335,9.43764193424087,9.2815611038195,6.82381955927996,4.97421741127658,3.77167312858385,40.4932987757223,42.7287582678333,45.5388667923645,41.6754512999609,45.7149036975126,44.9943831895908,50.6905679932663,47.5542913350103,49.0073686558626,52.2891468531634,48.4588977845866,52.8014972516736,51.8479941401581
"Apapaztlan",28.9022486569846,22.8896937885675,24.1038347698707,24.2124810052117,23.8855739523613,26.3312349814552,26.9979879210241,25.3598159008287,32.0939981253155,29.1624387512781,21.1560818172561,26.8494339291129,20.8342055695213,22.6860357180016,21.7210208171278,21.0736596006233,23.38226976947,20.9049420952654,18.1544074655023,18.7150688101334,14.9604683195659,20.8849708222746,27.3962473569921,31.633697621325,28.45162793824,24.6488699440716,33.3184838794431,24.3145725809597,25.7161345349956,23.0684801333046,28.1724394520882,35.0031515990037,30.8269591747679,24.7433774593826,9.97470319321496,6.9376603009355,11.7674083833552,7.76407335083265,12.3543696458383,0,7.65786536687197,6.08045177615578,15.2531391771796,10.8671495986873,14.8229094066137,15.9107551900716,16.5437387521549,19.0137728031495,17.5365589333817,16.9769383637541,13.7913397429647,43.4719625302363,44.9033448782969,47.0954285183833,45.2789017496448,49.5311986556548,49.5340245556659,54.8977431897085,52.6399291581473,54.696112219992,55.7103454871619,50.6811715781066,55.2762122743367,56.9188907956818
"Amaxac",24.1811125656914,20.3400516031397,21.0218185333555,20.2172446070407,19.1278651879204,21.8053991384029,21.8577460005233,20.7043201548469,26.7861615460369,23.7356352133667,19.827560482244,22.8973439080412,17.4977175684896,18.6134688107264,19.0315421903962,14.1983597823001,17.0868760828271,15.4363670081898,14.1913148196767,16.8735946764372,13.1466647949994,16.3604137585606,21.7301573473908,25.7282942330434,22.1774377468917,18.9886552640924,28.6207782420253,22.2942256016377,23.275635329674,22.5096310207033,24.4350330753492,30.992013393791,26.7073127688884,21.7091361084702,5.41220206331113,7.28646300766082,7.99640560176185,3.62917919627433,4.76953379684795,7.65786536687197,0,6.96282371700786,11.8048445907349,10.0958839209658,9.11091561272694,10.7068718803416,11.6739412658123,12.8876132628028,10.8434982219488,9.62758103824634,7.11881537742035,41.8622095888362,43.8047349165306,46.3990617578101,43.3000166630799,47.4550286716354,47.010447191684,52.6143987026312,49.7987232858205,51.4925292054978,53.9189836107408,49.6002062195033,54.0689950116124,54.1106230132067
"Autliztacan",31.0631124957236,26.5223762177487,27.4226113157149,26.909332709931,25.9925524601173,28.6395839187344,28.7912782291752,27.5585701819537,33.7418944260458,30.6944683686466,25.4369988549691,29.5986005934124,23.9449332078766,25.3120740816586,25.2526255289631,20.9657695879587,24.008386516195,22.3823829100975,20.7963745126302,22.6767246959476,18.8286702258574,23.1533898044835,28.6929557401887,32.6766219847242,29.0812359039544,25.9510192215309,35.5125997052783,28.2722471313145,29.4483458763028,27.7545568568386,31.0854583620511,37.7500411018245,33.4743174542631,28.0998523367683,11.8700090128111,11.239440320799,14.3208069780492,9.59109532390938,11.1761184731205,6.08045177615578,6.96282371700786,0,18.1681860518548,15.060461179607,16.0433058996419,17.5774647350507,18.4876591572077,19.8452886920754,17.7266718735036,16.1427249709879,14.0572056879103,47.7886263010277,49.489569486745,51.8830035846931,49.3984142671949,53.6083523980382,53.3443461272207,58.8668703508225,56.2571486898211,58.0761608354,59.9643285551928,55.2949055386717,59.8387601361332,60.5661731275585
"Teotlaltzinco",13.7178752139628,8.54513205499408,9.26465131868652,8.96585659927118,8.82165852832611,11.1186167520131,12.076662717374,10.2043657261762,17.1543607282542,14.4004047177415,8.62151207654796,11.6224270974501,5.77726905544346,7.43313695379007,7.23127787787287,10.5326853407033,10.5459852364181,6.93595484122099,2.94028037799941,5.5842277559155,3.16901105345252,5.81702002440006,12.9774709088247,17.2974058779771,14.9064533926754,10.4407310337182,18.0958997828206,10.5875127732212,11.4761542122125,11.6907213685302,13.0127516378643,19.7996864458848,15.5887320308855,9.94657539688159,6.40665566315991,8.51530108174605,3.8570207399364,8.5830776672478,10.7982092270603,15.2531391771796,11.8048445907349,18.1681860518548,0,5.37525870184738,4.93020855414063,3.70254487611204,3.08512759329616,7.05211161604351,8.01797449782127,10.4234872832521,7.45054840896638,30.0973812127115,32.1466280191948,34.8599078403166,31.4972739546701,35.650360762576,35.2408973661358,40.8224000988563,38.099036094121,39.9134175576525,42.1189841998657,37.9206216757387,42.345981590096,42.4098133584421
"Hueyacatitla",18.8332820181363,12.0362298522526,13.3332603827593,13.8298643528467,14.0966259969775,16.2147165295726,17.383751203814,15.3921070352438,22.4245831274544,19.7367666350448,10.422279582827,16.3545164983567,10.2467500912606,12.4270010002116,10.8983790990422,14.9302753587993,15.6613159866517,12.2281643258683,8.21381979194167,7.85216898231252,4.11447765724458,11.1315115227002,18.3522063632063,22.6709520558846,20.2242281658463,15.8053905885949,23.1086137761834,13.4658765865748,14.8490898572163,12.7121998487947,17.5492235839456,24.3928955644243,20.3269630377198,13.9518608835264,5.59946190424659,3.9679011316088,4.2052268133327,6.48027602439019,11.4013016810834,10.8671495986873,10.0958839209658,15.060461179607,5.37525870184738,0,8.16037832087275,7.99627308427269,7.95404903936253,11.712037254697,11.7541211329283,13.2171620829482,9.44512983066576,32.8066365028271,34.4353312140813,36.8285075717939,34.5180557509672,38.7580678906042,38.6889760278063,44.0930370056862,41.7748863815968,43.835072535031,45.0210359090286,40.2393564222282,44.7920411686636,46.0567418115899
"Aztatoacan",15.087600547895,12.6266877301192,12.8045046556233,11.4313142953946,10.0619347620348,12.7675174294822,12.7496080711164,11.6454450475278,17.7125328101288,14.6788912489232,13.3977566989436,14.0544402343856,9.3694547187814,9.84946898982631,11.3259034923301,6.90772315518283,8.57701071762443,6.34365708292232,5.91977016900579,10.4106876842427,7.90753131596407,7.44739882163138,12.7455729695571,16.8878862921723,13.629281361793,9.98451062022888,19.5181016582025,14.8831092591471,15.422252474613,16.5341736444295,15.6585243143976,22.0154449725211,17.7359786100741,13.4846698175158,4.86444819304147,9.38142122118149,4.07739165981283,7.08776809311801,6.51184178766034,14.8229094066137,9.11091561272694,16.0433058996419,4.93020855414063,8.16037832087275,0,1.80315616251928,2.92861649703163,4.21022175920267,3.59388492644973,5.52500731678979,2.78386521157474,33.9938129916443,36.2703783225518,39.1258029969084,35.1636372635721,39.2073864884423,38.5185498345122,44.2031850875056,41.1323576172603,42.6688307002489,45.7781003061572,41.9827412047602,46.3057715571612,45.4343110875958
"Atlacintla",13.4868105604798,10.8665638917642,11.0043324859662,9.65888787579692,8.42304395371223,11.0999894436234,11.2633860267442,9.99771497433434,16.3014513066709,13.3092339700596,11.825740073537,12.299504289152,7.58422761958376,8.06939480145765,9.57538401180495,7.01660399085239,7.83993638057933,4.99676295528897,4.14940912416424,8.89971562390467,6.85565323168391,5.69987364417044,11.4873892646178,15.7288538154364,12.718882710316,8.73813384163427,17.9351676716895,13.1451843376135,13.6385123837901,14.9963479736393,13.8908697451726,20.3142133295782,16.0299394151568,11.6836102108103,5.98558516775763,9.9535376101076,4.41318397314885,8.3226523689508,8.31499115236335,15.9107551900716,10.7068718803416,17.5774647350507,3.70254487611204,7.99627308427269,1.80315616251928,0,1.13124015011046,3.71679146548683,4.31640254183359,6.86775767331939,4.57757054645764,32.1945732290777,34.4847732555036,37.3549534524137,33.3605185937042,37.405933760859,36.7282907821117,42.4086769218107,39.3603708257517,40.9247263304818,43.9753122978152,40.1908577644395,44.5074826592782,43.6645574352578
"Quetzallan",12.5955596066351,9.74257898313162,9.87591320266232,8.59662996508044,7.51787054540532,10.1522567344579,10.4850095186847,9.07436569814089,15.564558167939,12.6187029325383,10.8022207740741,11.2554342191319,6.45350841392285,6.9990419294469,8.45578584969689,7.44874871942118,7.70750421320828,4.4553679026802,3.02587255817892,7.9264056850565,6.23773878162174,4.68658047667267,10.9001010757808,15.1924170696491,12.3875003552913,8.19138238176383,17.0497639968535,12.029456189364,12.5077311840473,13.9869241114434,12.8300077361507,19.3185501854013,15.0336293202792,10.5560966921657,6.74378656034281,10.3247926904646,4.83388587676606,9.09868581418725,9.43764193424087,16.5437387521549,11.6739412658123,18.4876591572077,3.08512759329616,7.95404903936253,2.92861649703163,1.13124015011046,0,3.97037629550698,5.14941628155007,7.87478756184864,5.70771368681651,31.0655308656196,33.3536518592922,36.2261839997165,32.2400256772695,36.2922000372587,35.6337661904197,41.307771739849,38.2879842775702,39.8812567814041,42.8570386306554,39.059742128705,43.3779354442911,42.5943193196215
"Tozcoque",11.9443555661633,12.1207799181816,11.6600838122931,9.4501006148812,7.31694693909107,9.984881151664,9.33012229761382,8.82947186653274,14.0181534843944,10.9522953247276,13.989899352719,11.7603878229571,8.7974943090673,8.0911342007462,10.9845373024489,3.51694918858132,4.37004718603242,3.1508558388877,6.04439301300788,11.3726917046696,10.1857111331484,5.69077759564052,8.87402143230832,12.8487589799566,9.44712655517936,6.17558576933289,16.2261860689133,14.480048729278,14.5138040598848,17.1793846130675,13.4230791756107,19.1694106398996,14.9910571869795,12.2695891009997,9.07271065507189,13.4948790641581,8.01072986957106,11.2580212943904,9.2815611038195,19.0137728031495,12.8876132628028,19.8452886920754,7.05211161604351,11.712037254697,4.21022175920267,3.71679146548683,3.97037629550698,0,2.67574653339695,5.71146103866624,5.80774208379865,32.4765558681763,35.029513273117,38.0693911403603,33.3599661050457,37.242222669338,36.2780610356642,42.0168839871571,38.647126526047,39.9428385586301,43.872740700891,40.6023687892384,44.7574882934832,42.9112584119228
"Hueyatzacoalco",14.5877344478823,14.3943626435896,14.1124194618907,12.056427176157,9.99005398201976,12.6604503382809,11.9324169923762,11.5051695711,16.4759332394863,13.418195455644,15.879384835056,14.4183717197113,11.034926218685,10.6401832080034,13.187505674172,3.55850237220207,6.30505598006026,5.82347715862817,7.91088677695176,13.0616356634489,11.1603082932595,8.18483825888714,11.2726598802905,15.0215935137867,11.3550151786589,8.66974748030522,18.8243406102924,16.7456397451264,16.9296508969059,19.0760123111394,16.0804332067222,21.8324621547546,17.6641961808936,14.745512514847,7.92261619316803,12.7428830366562,7.645588008321,9.82459791215078,6.82381955927996,17.5365589333817,10.8434982219488,17.7266718735036,8.01797449782127,11.7541211329283,3.59388492644973,4.31640254183359,5.14941628155007,2.67574653339695,0,3.08136175624929,3.78414782898647,35.0746211696641,37.5805259119251,40.5848839345658,35.9984407107328,39.898853087868,38.9510153294041,44.6886377677179,41.321889293085,42.6048574210594,46.5262792863376,43.1839429868236,47.3684912706447,45.5845903543395
"Tepatlaxco",17.4736635790656,17.3956363652355,17.1758412920317,15.1345963283007,13.0172637561404,15.6564450612957,14.7572340015554,14.5059005912694,19.0592114517952,16.0402864856371,18.6758478307219,17.4717388629593,14.036629770849,13.7212597821718,16.1637490100954,5.04223856909829,8.64675651774117,8.85740670221154,10.8010620419549,15.7673543796582,13.4320143625072,11.2630136946288,13.8426133584687,17.2678767174326,13.3987646936741,11.3954179819072,21.6087993862127,19.7364254966368,19.9791447617683,21.8561190886424,19.1344471227021,24.7551681062245,20.6331911008033,17.8140673829308,8.37398571996803,13.309880488097,9.0182838616831,9.69048794775561,4.97421741127658,16.9769383637541,9.62758103824634,16.1427249709879,10.4234872832521,13.2171620829482,5.52500731678979,6.86775767331939,7.87478756184864,5.71146103866624,3.08136175624929,0,3.84666504897947,38.1553933987415,40.6592606355834,43.6561999351663,39.0678368323493,42.9533587654768,41.9704532232418,47.7126903176764,44.2923254034966,45.5109149549626,49.5841861642656,46.2652663118609,50.4477106268087,48.5420578153151
"Tzayanalquilocan",17.4809324031213,15.404745147247,15.5813951765497,14.1140208184042,12.5514073351331,15.2757219773306,14.9985043422371,14.1325678223421,19.8041880331079,16.740388760215,16.0440842520153,16.6984329757912,12.1532975592584,12.5507429430335,14.1005459430531,7.28653902858471,9.96885787454032,8.58082232114751,8.70288892563513,13.0228762092423,10.1669190434643,10.1086032181986,14.6807953855985,18.6194825242991,15.0638151348044,11.9674276986592,21.8606174863015,17.6496194496592,18.2060661276068,19.1394244506649,18.323123633871,24.5461064881973,20.284914326153,16.2598931023523,4.56382095619715,9.51146343502734,5.28792972511746,6.15673119701639,3.77167312858385,13.7913397429647,7.11881537742035,14.0572056879103,7.45054840896638,9.44512983066576,2.78386521157474,4.57757054645764,5.70771368681651,5.80774208379865,3.78414782898647,3.84666504897947,0,36.7718524830576,39.0542151765073,41.9059164491512,37.9230652437921,41.952024588326,41.2227171782125,46.9195719125565,43.7889115549013,45.2632876231954,48.5319935470549,44.765974754271,49.085004739461,48.0845058661799
"Atlixco",22.1378374712755,21.5590979195027,21.1905093655007,23.0267973994389,25.3458859082503,22.9864193268258,24.800744658453,24.0454247577173,23.4784440771543,25.0651550511382,22.3843728645515,20.8561291647742,24.6497900392163,24.4442514348568,22.8789503916465,34.650866032475,31.18930508852,29.3854944667142,28.1066049821717,25.1195737747692,28.9628270188661,26.9187960215821,26.8507689994948,26.8839891232932,29.6365301304171,28.007537903198,19.9755369775017,19.5764756191405,18.6484779467369,20.4872162893378,19.2248799734823,15.9630412759929,18.6811695969997,20.5132885395436,36.4508864566822,36.7525541412424,33.866045251645,38.4495452054065,40.4932987757223,43.4719625302363,41.8622095888362,47.7886263010277,30.0973812127115,32.8066365028271,33.9938129916443,32.1945732290777,31.0655308656196,32.4765558681763,35.0746211696641,38.1553933987415,36.7718524830576,0,3.40132420822206,6.76749582818807,2.70102953467426,6.5050035983914,7.95310418035835,11.944472629179,11.632737561678,14.7755685386749,12.2405772771509,8.17016145578457,12.3159458081924,15.1422913381555
